Date_time,Month,Day,Shift,Day Type,WeekDay,PartySize,MenuItem,ItemPrice,ItemQty,Total,OrderId,MenuCateogry,Weather
01-01-19 11:30,Jan,1,Lunch,Weekday,Tuesday,4,Naan,2.75,1,2.75,1,Breads,Extreme cold
01-01-19 11:30,Jan,1,Lunch,Weekday,Tuesday,4,Chicken biryani,19.0,1,19.0,1,Rice specials,Extreme cold
01-01-19 11:30,Jan,1,Lunch,Weekday,Tuesday,4,Paneer vindaloo,16.0,1,16.0,1,Vegetable specials,Extreme cold
01-01-19 11:30,Jan,1,Lunch,Weekday,Tuesday,4,Tandoori roti,2.75,2,5.5,1,Breads,Extreme cold
01-01-19 11:30,Jan,1,Lunch,Weekday,Tuesday,4,Onion kulcha,5.0,1,5.0,1,Breads,Extreme cold
01-01-19 11:30,Jan,1,Lunch,Weekday,Tuesday,4,Kadahi paneer,16.0,2,32.0,1,Vegetable specials,Extreme cold
01-01-19 11:40,Jan,1,Lunch,Weekday,Tuesday,3,Rice,5.0,1,5.0,2,Rice specials,Extreme cold
01-01-19 11:40,Jan,1,Lunch,Weekday,Tuesday,3,Baingan bartha,16.0,1,16.0,2,Vegetable specials,Extreme cold
01-01-19 11:40,Jan,1,Lunch,Weekday,Tuesday,3,Naan,2.75,5,0.0,2,Breads,Extreme cold
01-01-19 11:40,Jan,1,Lunch,Weekday,Tuesday,3,Bhindi do piazza,16.0,1,16.0,2,Vegetable specials,Extreme cold
01-01-19 11:40,Jan,1,Lunch,Weekday,Tuesday,3,Gulabjamun,6.0,2,12.0,2,Desserts,Extreme cold
01-01-19 11:50,Jan,1,Lunch,Weekday,Tuesday,2,Gulabjamun,6.0,2,12.0,3,Desserts,Extreme cold
01-01-19 11:50,Jan,1,Lunch,Weekday,Tuesday,2,Vegetable samosa,11.0,1,11.0,3,Starter,Extreme cold
01-01-19 11:50,Jan,1,Lunch,Weekday,Tuesday,2,Fish curry,19.0,1,19.0,3,Seafood specialties,Extreme cold
01-01-19 11:50,Jan,1,Lunch,Weekday,Tuesday,2,Chicken korma,18.0,1,18.0,3,Chicken specials,Extreme cold
01-01-19 11:50,Jan,1,Lunch,Weekday,Tuesday,1,Kadahi paneer,16.0,1,16.0,4,Vegetable specials,Extreme cold
01-01-19 11:50,Jan,1,Lunch,Weekday,Tuesday,1,Spinach naan,6.0,1,6.0,4,Breads,Extreme cold
01-01-19 11:50,Jan,1,Lunch,Weekday,Tuesday,1,Tandoori roti,2.75,1,2.75,4,Breads,Extreme cold
01-01-19 11:50,Jan,1,Lunch,Weekday,Tuesday,1,Kadahi lamb,19.0,1,19.0,4,Lamb specialties,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Fish curry,19.0,2,38.0,5,Seafood specialties,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Rice,5.0,1,5.0,5,Rice specials,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Vegetable pakora,11.0,1,11.0,5,Starter,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Chicken saag,18.0,2,36.0,5,Chicken specials,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Onion kulcha,5.0,2,10.0,5,Breads,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Sarson da saag,15.0,1,15.0,5,Vegetable specials,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Butter chicken,18.0,3,54.0,5,Chicken specials,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Tandoori roti,2.75,2,5.5,5,Breads,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Sarson da saag,15.0,1,15.0,5,Vegetable specials,Extreme cold
01-01-19 12:05,Jan,1,Lunch,Weekday,Tuesday,5,Butter chicken,18.0,1,18.0,5,Chicken specials,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,2,Yellow dal fry,15.0,1,15.0,6,Vegetable specials,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,2,Gobi manchurian,14.0,2,28.0,6,Starter,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,2,Paneer vindaloo,16.0,1,16.0,6,Vegetable specials,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,2,Tandoori roti,2.75,2,5.5,6,Breads,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,2,Malpura,8.0,1,8.0,6,Desserts,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,1,Butter chicken,18.0,1,18.0,7,Chicken specials,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,1,Rice,5.0,1,5.0,7,Rice specials,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,1,Sarson da saag,15.0,1,15.0,7,Vegetable specials,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,1,Rasmalai,6.0,1,6.0,7,Desserts,Extreme cold
01-01-19 12:10,Jan,1,Lunch,Weekday,Tuesday,1,Spinach naan,6.0,1,6.0,7,Breads,Extreme cold
01-01-19 12:20,Jan,1,Lunch,Weekday,Tuesday,3,Carrot halwa,7.0,1,7.0,8,Desserts,Extreme cold
01-01-19 12:20,Jan,1,Lunch,Weekday,Tuesday,3,Naan,2.75,2,5.5,8,Breads,Extreme cold
01-01-19 12:20,Jan,1,Lunch,Weekday,Tuesday,3,Vegetable samosa,11.0,1,11.0,8,Starter,Extreme cold
01-01-19 12:20,Jan,1,Lunch,Weekday,Tuesday,3,Tasty flatbread,11.0,2,22.0,8,Starter,Extreme cold
01-01-19 12:20,Jan,1,Lunch,Weekday,Tuesday,3,Gobi manchurian,14.0,2,28.0,8,Starter,Extreme cold
01-01-19 12:20,Jan,1,Lunch,Weekday,Tuesday,3,Tandoori roti,2.75,2,5.5,8,Breads,Extreme cold
01-01-19 12:20,Jan,1,Lunch,Weekday,Tuesday,3,Chicken tikka masala,18.0,1,18.0,8,Chicken specials,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Tikka rice bowl : paneer | chicken,18.0,2,36.0,9,Rice specials,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Rasmalai,6.0,2,12.0,9,Desserts,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Kheer,7.0,1,7.0,9,Desserts,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Cocktail chicken samosas,14.0,2,28.0,9,Starter,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Malai kofta,16.0,2,32.0,9,Vegetable specials,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Coconut chicken curry,18.0,1,18.0,9,Chicken specials,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Cocktail chicken samosas,14.0,2,28.0,9,Starter,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Fish curry,19.0,2,38.0,9,Seafood specialties,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Naan,2.75,4,11.0,9,Breads,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,4,Chicken saag,18.0,1,18.0,9,Chicken specials,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,1,Sarson da saag,15.0,1,15.0,10,Vegetable specials,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,1,Chaat papri,11.0,2,22.0,10,Starter,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,1,Gobi manchurian,14.0,1,14.0,10,Starter,Extreme cold
01-01-19 12:30,Jan,1,Lunch,Weekday,Tuesday,1,Butter chicken,18.0,1,18.0,10,Chicken specials,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Garlic naan,3.5,2,7.0,11,Breads,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Tandoori roti,2.75,2,5.5,11,Breads,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Naan,2.75,1,2.75,11,Breads,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Vegetable pakora,11.0,1,11.0,11,Starter,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Lacha paratha,5.0,2,10.0,11,Breads,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Tandoori roti,2.75,1,2.75,11,Breads,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Chicken biryani,19.0,1,19.0,11,Rice specials,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Naan,2.75,4,11.0,11,Breads,Extreme cold
01-01-19 18:30,Jan,1,Dinner,Weekday,Tuesday,3,Gulabjamun,6.0,1,6.0,11,Desserts,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Tasty sliders : chicken paneer,15.0,1,15.0,12,Starter,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Garlic naan,3.5,2,7.0,12,Breads,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Kadahi paneer,16.0,2,32.0,12,Vegetable specials,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Gobi manchurian,14.0,1,14.0,12,Starter,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Kadahi lamb,19.0,1,19.0,12,Lamb specialties,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Malai kofta,16.0,2,32.0,12,Vegetable specials,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Onion kulcha,5.0,2,10.0,12,Breads,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Butter chicken,18.0,3,54.0,12,Chicken specials,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Vegetable pakora,11.0,1,11.0,12,Starter,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Gobi manchurian,14.0,1,14.0,12,Starter,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Chicken korma,18.0,1,18.0,12,Chicken specials,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Garlic naan,3.5,3,10.5,12,Breads,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Cocktail chicken samosas,14.0,1,14.0,12,Starter,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Sarson da saag,15.0,1,15.0,12,Vegetable specials,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Tikka rice bowl : paneer | chicken,18.0,2,36.0,12,Rice specials,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Malpura,8.0,1,8.0,12,Desserts,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Naan,2.75,1,2.75,12,Breads,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Naan,2.75,4,11.0,12,Breads,Extreme cold
01-01-19 19:00,Jan,1,Dinner,Weekday,Tuesday,5,Butter chicken,18.0,1,18.0,12,Chicken specials,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,2,Spicy chicken bites,14.0,1,14.0,13,Starter,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,2,Garlic naan,3.5,2,7.0,13,Breads,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,2,Sarson da saag,15.0,1,15.0,13,Vegetable specials,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,2,Gulabjamun,6.0,1,6.0,13,Desserts,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,2,Fish korma,19.0,1,19.0,13,Seafood specialties,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,2,Malai kofta,3.5,2,7.0,13,Breads,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,1,Malpura,8.0,1,8.0,14,Desserts,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,1,Sarson da saag,15.0,1,15.0,14,Vegetable specials,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,1,Spicy chicken bites,14.0,1,14.0,14,Starter,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,1,Naan,2.75,2,5.5,14,Breads,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,1,Kadahi lamb,19.0,1,19.0,14,Lamb specialties,Extreme cold
01-01-19 20:30,Jan,1,Dinner,Weekday,Tuesday,1,Vegetable pakora,11.0,2,22.0,14,Starter,Extreme cold
01-02-19 11:30,Jan,2,Lunch,Weekend,Wednesday,3,Chicken biryani,19.0,1,19.0,15,Rice specials,Extreme cold
01-02-19 11:30,Jan,2,Lunch,Weekend,Wednesday,3,Rice,5.0,1,5.0,15,Rice specials,Extreme cold
01-02-19 11:30,Jan,2,Lunch,Weekend,Wednesday,3,Vegetable samosa,11.0,1,11.0,15,Starter,Extreme cold
